email;uName;phoneNumber;uAddress;maxBooks;iName
cary.berge20@outlook.com;Cary Berge;330-074-0207;0435 Prohaska Estates Apt. 810, Montreal, QC, H4S1F1;13;North Quebec College
armida.zboncak89@gmail.com;Armida Zboncak;082-924-9545;073 Considine Stravenue Suite 448, Montreal, QC, H4Z7R1;9;East Krajcik Academy
lowell.wintheiser84@icloud.com;Lowell Wintheiser;146-628-4734;7395 Witting Vista Apt. 628, Montreal, QC, H7V0C4;12;Hirthe University
drew.funk70@mail.com;Drew Funk;250-621-3409;68696 Harris Groves Suite 670, Montreal, QC, H3S6T2;13;Northern Streich University
aleisha.walsh82@mail.com;Aleisha Walsh;491-610-5515;6720 Hagenes Glen Suite 726, Montreal, QC, H4W3X6;14;South Ontario Institute
lauran.schroeder25@mail.com;Lauran Schroeder;100-302-5832;7177 Simonis Motorway Apt. 595, Montreal, QC, H5I7J4;6;North Quebec College
agueda.rempel31@gmail.com;Agueda Rempel;1-264-936-5814;6976 Baumbach Courts Suite 469, Montreal, QC, H5G2D3;6;East Boehm Academy
clarence.goodwin83@outlook.com;Clarence Goodwin;1-000-869-5925;7771 Darryl Circle Apt. 371, Montreal, QC, H8U7Q8;8;Goodwin Institute
akilah.huels87@gmail.com;Akilah Huels;996-133-7453;6382 Gutmann Manor Suite 850, Montreal, QC, H4T6S2;6;East Krajcik Academy
cris.spinka88@mail.com;Cris Spinka;489-028-5766;799 Bogisich Parks Apt. 384, Montreal, QC, H8X4V2;13;Hirthe University
julie.ernser54@gmail.com;Julie Ernser;890-883-8572;194 Heathcote Spur Apt. 991, Montreal, QC, H2C2W5;9;East Krajcik Academy
horacio.turcotte04@icloud.com;Horacio Turcotte;342-369-1780;77663 Lind Walks Suite 295, Montreal, QC, H1F3I6;14;West Newfoundland and Labrador University
